type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2,0.029538300587169868,1269.9869016481496,1307.5001564908011,20.0
1,X1X2,0.0073226147932587094,1307.5001564908011,1317.0744764789088,20.0
1,X1X2,0.0054905753247482154,1317.0744764789088,1324.3059731003195,20.0
1,X1X2,0.002168997458121046,1324.3059731003195,1327.1783893897486,20.0
1,X1X2,0.0017833279860931595,1327.1783893897486,1329.5451837540854,20.0
1,X1X2,0.0006032352492390821,1329.5451837540854,1330.347212274382,20.0
1,X1X2,0.0008848434134685316,1330.347212274382,1331.5243612427892,20.0
1,X1X2,0.0006338600831691953,1331.5243612427892,1332.3683613851483,20.0
1,X1X2,0.0006315221821757089,1332.3683613851483,1333.2097815601921,20.0
1,X1X2,0.000474758702543144,1333.2097815601921,1333.8427345063035,20.0
1,X1X2,0.000257314754398708,1333.8427345063035,1334.1859519219395,20.0
1,X1X2,0.0005266944362887009,1334.1859519219395,1334.8886602397913,20.0
1,X1X2,0.00033971971336144207,1334.8886602397913,1335.3421482328174,20.0
1,X1X2,0.0005447535424694665,1335.3421482328174,1336.069580598476,20.0
1,X1X2,0.00012051272331749284,1336.069580598476,1336.2305939821756,20.0
1,X1X2,0.0004297533972489371,1336.2305939821756,1336.8048436194474,20.0
1,X1X2,8.940107256890926e-05,1336.8048436194474,1336.9243554062823,20.0
1,X1X2,0.0029641345148594704,1336.9243554062823,1340.8871790318983,20.0
1,X1X2,0.00020502649678691946,1340.8871790318983,1341.1620964328017,20.0
1,X1X2,8.788811371846918e-05,1341.1620964328017,1341.279968639648,20.0
1,X1X2,0.00020024154314618602,1341.279968639648,1341.5485486103594,20.0
1,X1X2,0.00010305261517669358,1341.5485486103594,1341.6867986966802,20.0
1,X1X2,9.89208017525662e-05,1341.6867986966802,1341.819519430508,20.0
1,X1X2,7.076481682956529e-05,1341.819519430508,1341.914473043019,20.0
1,X1X2,0.00013413421804054016,1341.914473043019,1342.0944696915378,20.0
1,X1X2,5.515141763709408e-05,1342.0944696915378,1342.1684881041442,20.0
1,X1X2,0.00015028236522638135,1342.1684881041442,1342.3701923590688,20.0
1,X1X2,0.00012676530228507133,1342.3701923590688,1342.5403583222817,20.0
1,X1X2,0.0001014319099147821,1342.5403583222817,1342.676534754964,20.0
1,X1X2,0.00010866010756954701,1342.676534754964,1342.8224301316616,20.0
1,X1X2,9.067733632731262e-05,1342.8224301316616,1342.9441936927865,20.0
1,X1X2,3.681599776843547e-05,1342.9441936927865,1342.9936355232246,20.0
1,X1X2,7.396816355460525e-05,1342.9936355232246,1343.0929742961098,20.0
1,X1X2,7.006689558613714e-05,1343.0929742961098,1343.1870806513023,20.0
1,X1X2,6.328224461980649e-05,1343.1870806513023,1343.2720805447102,20.0
1,X1X2,0.00010482342016874941,1343.2720805447102,1343.41288691841,20.0
1,X1X2,4.544554001422286e-05,1343.41288691841,1343.4739390425182,20.0
1,X1X2,3.572161420307716e-05,1343.4739390425182,1343.5219301002605,20.0
1,X1X2,4.025838202730436e-05,1343.5219301002605,1343.5760181193846,20.0
1,X1X2,0.00012076205163448595,1343.5760181193846,1343.7382711158596,20.0
